TransactionID,AccountID,TransactionAmount,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,DayOfWeek,Hour,Month,DaysSinceLastTransaction,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Cluster,Cluster_PCA
TX000442,AC00351,-0.7033646067765741,Albuquerque,D000264,210.136.14.108,M015,0.5242686586021743,-0.06638060630566417,-0.2067936485059295,-0.7917568117535367,2,16,2,-628,True,True,False,True,False,False,1,1
TX000443,AC00070,-0.012414954660968742,Phoenix,D000444,56.89.80.133,M047,1.3112870641052805,0.47686589193794743,-0.2067936485059295,0.578833582317921,0,17,11,-357,True,True,False,False,True,False,1,1
TX000444,AC00273,-0.5525191427610541,Miami,D000548,217.233.219.196,M060,-1.443277355155591,-0.09497252726585426,-0.2067936485059295,-1.243401695095868,2,18,10,-390,True,False,True,False,False,True,1,1
TX000445,AC00280,-0.1594233321514519,Colorado Springs,D000593,195.237.152.198,M003,-0.4876121484732478,-1.2243534051933627,-0.2067936485059295,1.2531151454619047,2,17,12,-334,True,False,True,False,False,False,1,1
TX000446,AC00480,-0.8476664678788614,Sacramento,D000549,25.188.196.47,M039,1.8172274676429916,-1.2100574447132675,-0.2067936485059295,0.6763396894693979,0,16,9,-413,False,False,False,False,True,False,2,1
TX000447,AC00122,-0.9462316279907514,Fresno,D000537,198.166.198.233,M027,-0.6000433492594058,1.9779417423479269,-0.2067936485059295,1.148619592148422,1,16,12,-314,True,True,False,True,False,False,1,1
TX000448,AC00072,-0.7684922985988553,Boston,D000137,206.84.69.39,M096,-1.330846154369433,-1.4102008914345983,-0.2067936485059295,-0.9704440797199196,4,17,3,-605,True,True,False,False,False,True,1,1
TX000449,AC00093,-0.778941507439358,Memphis,D000293,146.47.189.38,M066,-0.3751809476870898,2.006533663308117,-0.2067936485059295,1.6693205112505871,2,16,9,-418,True,False,False,False,False,False,1,1
TX000450,AC00407,1.341939549872654,El Paso,D000286,166.41.54.117,M034,-1.274630553976354,-0.2808200135070898,-0.2067936485059295,-1.268013468283357,4,17,1,-668,True,False,False,False,False,True,1,1
TX000451,AC00495,1.5329031238954816,Fort Worth,D000031,30.92.249.132,M075,-0.9373369516178799,1.5919508093853607,-0.2067936485059295,-1.2701338908717572,3,17,8,-459,True,False,True,False,False,True,1,1
TX000452,AC00119,-0.8324551605831787,Milwaukee,D000079,39.163.103.27,M043,0.7491310601744904,0.5769376152986128,-0.2067936485059295,0.5182694928855132,0,16,12,-336,True,False,False,True,False,False,1,1
TX000453,AC00271,-0.8343737038456972,Louisville,D000373,167.104.180.235,M008,-0.9935525520109589,0.37679416857728215,-0.2067936485059295,-1.1910167447892117,1,16,4,-559,True,True,False,False,False,True,1,1
TX000454,AC00235,-0.6513583804818752,Austin,D000606,59.208.79.116,M037,1.2550714637122016,0.34820224761709206,-0.2067936485059295,0.6161781470096368,2,17,4,-572,True,False,True,False,True,False,1,1
TX000455,AC00264,1.0740972065446197,Detroit,D000215,141.201.46.191,M045,-1.387061754762512,2.321044793870208,4.772110297630446,-1.075457559711585,2,18,10,-383,True,False,False,False,False,True,0,0
TX000456,AC00307,-0.26710157276030494,Charlotte,D000220,146.47.189.38,M002,0.1869750562437003,-1.0813938003924122,-0.2067936485059295,0.7433855543594547,4,16,11,-360,True,False,False,False,False,False,1,1
TX000457,AC00434,-0.3730668283133379,New York,D000501,55.139.104.163,M099,0.5242686586021743,0.04798707753509617,-0.2067936485059295,-0.009549072051475477,4,16,2,-633,True,True,False,False,True,False,1,1
TX000458,AC00290,-0.6991506635392567,Philadelphia,D000430,190.251.45.32,M011,0.35562185742293734,-0.32370789494737495,-0.2067936485059295,-0.595642080264353,0,17,8,-448,True,False,True,True,False,False,1,1
TX000459,AC00021,-0.07425371517607526,Nashville,D000315,112.196.12.19,M042,0.9739934617468065,-0.18074829014642452,-0.2067936485059295,-0.855584864855876,0,18,9,-413,False,True,False,False,True,False,2,1
TX000460,AC00499,0.2713238899850766,Milwaukee,D000242,143.212.47.226,M039,1.3112870641052805,2.078013465708592,-0.2067936485059295,0.6755704914324934,0,17,1,-644,True,True,False,False,True,False,1,1
TX000461,AC00148,-0.9887821767773233,Detroit,D000229,188.225.207.71,M063,1.1988558633191224,-0.9098422746312717,-0.2067936485059295,-0.15320962541068175,0,16,8,-441,True,False,True,False,True,False,1,1
TX000462,AC00200,1.3694500898691255,Atlanta,D000277,163.58.140.206,M080,1.3112870641052805,-0.40948365782794516,-0.2067936485059295,-0.7943977250135755,3,16,5,-543,True,False,True,False,True,False,1,1
TX000463,AC00074,-0.9597642099317304,Omaha,D000630,28.149.72.129,M059,-1.49949295554867,-0.4523715392682303,-0.2067936485059295,-0.8088842880419446,2,16,9,-418,True,False,False,False,False,True,1,1
TX000464,AC00417,0.01564374055336489,Kansas City,D000123,84.237.126.96,M014,1.9858742688222286,0.2624264847365218,6.431744946342571,-0.3173436665188307,2,17,10,-383,True,False,True,False,True,False,0,1
TX000465,AC00182,0.497266618847751,San Diego,D000563,141.241.241.128,M019,-1.218414953583275,0.23383456377633172,-0.2067936485059295,-0.8522798772906429,0,17,10,-385,True,True,False,False,False,True,1,1
TX000466,AC00177,1.1179153642724984,San Jose,D000162,206.84.69.39,M005,-0.9935525520109589,1.8492780980270715,-0.2067936485059295,-1.1288834913615184,1,17,8,-454,True,False,False,False,False,True,1,1
TX000467,AC00063,0.5064139590458305,Fresno,D000039,185.23.87.107,M015,-0.5438277488663268,1.649134651305741,3.1124756489183207,1.805142936613736,0,16,11,-350,True,False,False,False,False,False,0,1
TX000468,AC00300,-0.8023066236007446,Fort Worth,D000116,141.241.241.128,M035,-1.0497681524040379,-1.1957614842331725,-0.2067936485059295,-0.9148541375928279,4,17,11,-346,True,False,False,False,False,True,1,1
TX000469,AC00218,0.1687503448425676,Kansas City,D000128,13.149.61.4,M025,-0.03788734532861574,-0.4523715392682303,-0.2067936485059295,0.5368610094374959,4,18,11,-367,True,False,False,False,False,False,1,1
TX000470,AC00036,-0.7730488388473369,Omaha,D000410,162.58.247.55,M100,0.8053466605675694,-0.9527301560715568,-0.2067936485059295,1.0648308499884092,0,16,2,-630,False,False,True,True,False,False,2,1
TX000471,AC00371,-0.9938526125425509,Dallas,D000181,203.197.235.35,M054,1.0302090621398854,-1.1957614842331725,-0.2067936485059295,0.3516458141312497,4,16,2,-626,True,False,True,False,True,False,1,1
TX000472,AC00398,-0.312221599130607,Virginia Beach,D000620,110.150.1.201,M013,1.1426402629260435,2.278156912429923,-0.2067936485059295,-0.289711509039763,0,18,11,-343,True,False,False,False,True,False,1,1
TX000473,AC00213,0.4300148255562529,Columbus,D000113,64.57.44.102,M055,0.8615622609606484,-1.038505918952127,-0.2067936485059295,-1.205467411909192,1,18,7,-468,True,False,False,True,False,False,1,1
TX000474,AC00464,-0.8967606195786663,Colorado Springs,D000422,35.73.67.98,M013,0.5242686586021743,0.7484891410597533,-0.2067936485059295,-0.08170241190657869,1,17,3,-587,False,False,True,False,True,False,2,1
TX000475,AC00219,-0.7160064364885267,Raleigh,D000403,170.54.231.239,M054,-0.9373369516178799,-0.20934021110661458,-0.2067936485059295,-1.2480835471471603,1,17,2,-629,False,True,False,False,False,True,2,1
TX000476,AC00464,3.884043632410835,Oklahoma City,D000563,7.105.184.86,M082,-1.49949295554867,0.6913052991393731,-0.2067936485059295,-1.0400000942037415,0,18,9,-427,True,False,False,False,False,True,0,1
TX000477,AC00442,-0.8351959366724909,Raleigh,D000663,34.86.220.205,M079,0.5804842589952534,-1.1814655237530776,1.4528410002061958,-0.6537370439982971,0,16,10,-385,False,False,False,True,False,False,0,1
TX000478,AC00054,-0.9426000996724128,New York,D000602,147.119.62.178,M087,0.5242686586021743,-0.5953311440691808,-0.2067936485059295,0.38900832677716,2,16,5,-537,True,False,True,False,True,False,1,1
TX000479,AC00392,0.1277757423073501,Fort Worth,D000697,32.13.122.242,M040,-1.330846154369433,2.006533663308117,-0.2067936485059295,-0.885250269145828,3,18,7,-473,True,False,True,False,False,True,1,1
TX000480,AC00350,0.07426208916352939,Omaha,D000457,214.67.148.245,M068,0.5242686586021743,-0.8669543931909865,-0.2067936485059295,0.0999206285673235,3,16,7,-473,False,False,True,False,True,False,2,1
TX000481,AC00306,-0.5251799012701648,Oklahoma City,D000098,93.170.203.44,M049,-1.49949295554867,-0.4523715392682303,-0.2067936485059295,-1.2312586220866015,4,17,12,-332,True,False,False,False,False,True,1,1
TX000482,AC00229,0.17508838954910194,Fresno,D000175,142.184.68.230,M067,1.3675026644983594,0.41968205001756725,-0.2067936485059295,-0.6842588221026696,1,17,5,-552,False,True,False,False,True,False,2,1
TX000483,AC00148,0.23507712620392265,Oklahoma City,D000483,210.160.90.52,M052,0.9739934617468065,0.8771527853806086,-0.2067936485059295,1.4739595938375696,3,17,1,-662,True,False,False,False,False,False,1,1
TX000484,AC00305,-0.6799994906151876,Philadelphia,D000195,42.219.228.159,M015,0.5804842589952534,-1.5388645357554536,-0.2067936485059295,0.07706519089743294,0,16,5,-553,True,False,True,False,True,False,1,1
TX000485,AC00329,0.8282495913333154,Milwaukee,D000051,216.32.4.105,M002,0.5804842589952534,0.10517091945547634,-0.2067936485059295,-0.3063620825452901,0,17,5,-532,True,False,False,False,True,False,1,1
TX000486,AC00400,-0.3720732969809621,Oklahoma City,D000551,200.136.146.93,M065,0.7491310601744904,-0.39518769734785014,-0.2067936485059295,0.5643444552960956,3,16,6,-515,True,True,False,True,False,False,1,1
TX000487,AC00148,3.8339902090797713,Nashville,D000418,219.98.242.240,M015,0.07454385545754227,-0.8812503536710816,-0.2067936485059295,-0.35218320960369415,0,17,1,-658,True,False,False,True,False,False,0,1
TX000488,AC00128,1.4133710267003534,El Paso,D000667,83.207.115.164,M059,-1.0497681524040379,1.5347669674649806,-0.2067936485059295,-1.19191670649239,2,16,3,-607,True,False,False,False,False,True,1,1
TX000489,AC00463,0.037981065681259245,Milwaukee,D000391,86.220.59.252,M064,0.4680530582090954,0.7198972200995631,-0.2067936485059295,1.2507306315475009,0,17,2,-616,True,False,True,False,False,False,1,1
TX000490,AC00256,-0.44850669017165606,Mesa,D000130,187.52.200.18,M008,0.6929154597814113,0.2767224452166169,-0.2067936485059295,0.006893817984087222,0,18,3,-588,True,False,False,False,True,False,1,1
TX000491,AC00166,-1.0161556779693288,Los Angeles,D000503,187.199.178.27,M029,0.018328255064463266,0.19094668233604659,-0.2067936485059295,-0.20421001925090965,2,16,9,-418,True,False,False,True,False,False,1,1
TX000492,AC00318,0.7112184523196845,Kansas City,D000660,60.89.202.192,M023,-0.8249057508317219,0.11946687993557138,6.431744946342571,0.05445333260589565,1,16,3,-601,True,False,False,False,False,False,0,2
TX000493,AC00213,-0.791446298346845,Raleigh,D000419,20.147.6.179,M040,-1.218414953583275,-0.5810351835890857,-0.2067936485059295,-0.8917525565511281,0,17,12,-336,True,True,False,False,False,True,1,1
TX000494,AC00075,-0.25408288633607196,Dallas,D000095,198.73.211.114,M091,1.8172274676429916,0.8342649039403235,-0.2067936485059295,0.7225607995069921,2,17,2,-635,True,True,False,False,True,False,1,1
TX000495,AC00498,1.2414215867971294,Detroit,D000665,94.227.164.192,M044,0.8615622609606484,-0.08067656678575921,-0.2067936485059295,-0.30424678794380267,2,16,9,-411,True,False,True,True,False,False,1,1
TX000496,AC00039,1.1554639966960756,Chicago,D000151,122.94.26.104,M009,-0.9935525520109589,-1.0670978399123172,-0.2067936485059295,-1.160412918894236,3,16,8,-452,True,False,False,False,False,True,1,1
TX000497,AC00114,-0.038006951394921495,Boston,D000602,16.128.130.153,M097,-0.8249057508317219,-0.8526584327108915,-0.2067936485059295,0.8726928723500222,0,16,10,-378,False,True,False,True,False,False,2,1
TX000498,AC00326,0.0869039188754819,Philadelphia,D000275,135.29.211.116,M033,1.7610118672499127,0.6913052991393731,-0.2067936485059295,-0.6955378293171466,0,16,11,-343,False,True,False,False,True,False,2,1
TX000499,AC00450,1.2226815302864573,Columbus,D000277,148.112.151.27,M047,-1.443277355155591,-0.08067656678575921,-0.2067936485059295,0.42616315595310605,0,16,8,-455,True,True,False,False,False,True,1,1
TX000500,AC00325,-0.47834688984404267,Philadelphia,D000635,89.237.88.251,M009,0.1869750562437003,0.2910184056967119,-0.2067936485059295,0.10656393561272243,2,16,6,-502,True,True,False,False,False,False,1,1
TX000501,AC00433,-0.6053476018825467,Tucson,D000195,200.136.146.93,M074,-0.2627497469009318,-0.9670261165516518,-0.2067936485059295,0.9987054587491816,2,16,7,-481,True,True,False,False,False,False,1,1
TX000502,AC00284,-0.14671298303726654,Denver,D000216,16.128.130.153,M031,0.6929154597814113,-0.8955463141511766,-0.2067936485059295,0.2257768113656457,2,16,1,-656,True,True,False,True,False,False,1,1
TX000503,AC00103,1.7073877816813197,Raleigh,D000283,54.252.249.33,M014,1.1426402629260435,-0.009196764385283997,-0.2067936485059295,0.09083639975148071,3,17,9,-403,True,False,True,False,True,False,1,1
TX000504,AC00080,-0.5082213492175456,Omaha,D000604,3.77.114.6,M067,-0.31896534729401077,0.319610326656902,-0.2067936485059295,0.14440847902842632,0,16,4,-574,True,False,False,True,False,False,1,1
TX000505,AC00052,-1.007830570598043,San Antonio,D000484,151.247.130.190,M092,-0.09410294572169475,0.5483456943384226,-0.2067936485059295,2.3244926311644054,0,16,9,-406,False,False,True,False,False,False,2,1
TX000506,AC00095,-0.7859304864671042,Fresno,D000589,134.140.85.231,M026,-0.2627497469009318,0.9915204692213689,-0.2067936485059295,1.2257932311910553,1,16,3,-601,False,False,True,False,False,False,2,1
TX000507,AC00327,0.6708947841056788,Baltimore,D000474,28.149.72.129,M039,-0.31896534729401077,-0.12356444822604433,-0.2067936485059295,-0.7388052188930274,2,17,6,-509,True,True,False,True,False,False,1,1
TX000508,AC00491,-0.8908336912855286,El Paso,D000422,173.135.78.201,M048,0.6929154597814113,-1.1099857213526023,-0.2067936485059295,0.6731090577143988,2,18,4,-558,True,False,False,False,True,False,1,1
TX000509,AC00353,-0.5844491842015411,Nashville,D000024,154.138.163.229,M015,-1.443277355155591,-0.7382907488701311,6.431744946342571,-1.2007547919364234,4,17,9,-416,False,True,False,False,False,True,0,2
TX000510,AC00266,-0.6876051442630291,Sacramento,D000295,136.105.231.135,M005,0.8053466605675694,-0.9527301560715568,-0.2067936485059295,0.23861216260812637,3,16,3,-599,True,False,False,False,True,False,1,1
TX000511,AC00167,0.5164177917718199,Atlanta,D000452,142.148.226.178,M031,-1.105983752797117,0.5912335757787078,-0.2067936485059295,-1.074855021249343,0,16,5,-553,True,False,False,False,False,True,1,1
TX000512,AC00153,2.805479721864252,San Diego,D000633,164.75.163.220,M057,0.35562185742293734,-0.9241382351113667,-0.2067936485059295,-1.1965575346483808,0,17,9,-413,True,False,False,True,False,False,0,1
TX000513,AC00012,-0.9899127469141646,Las Vegas,D000309,200.136.146.93,M037,0.1869750562437003,2.1923811495493526,-0.2067936485059295,1.4522579532230362,0,17,6,-518,True,False,True,False,False,False,1,1
TX000514,AC00469,-0.7949065281596016,Miami,D000649,1.198.76.182,M039,-0.20653414650785276,-0.5381473021488006,-0.2067936485059295,0.6152269054373315,3,17,4,-578,True,False,True,True,False,False,1,1
TX000515,AC00127,0.8298255375846697,San Francisco,D000632,51.196.87.214,M064,0.07454385545754227,0.8199689434602284,-0.2067936485059295,-0.7853647760668598,1,16,2,-622,True,False,True,True,False,False,1,1
TX000516,AC00480,0.22589552630472676,Kansas City,D000131,134.140.85.231,M068,1.0302090621398854,0.319610326656902,-0.2067936485059295,-1.0449280896268436,2,17,1,-656,True,False,False,False,True,False,1,1
TX000517,AC00092,-0.7972019281344006,Detroit,D000165,45.246.89.225,M043,0.35562185742293734,-0.681106906949751,-0.2067936485059295,0.4462135847817512,1,16,2,-629,False,True,False,False,True,False,2,1
TX000518,AC00122,0.20756658620745155,Boston,D000650,100.198.165.4,M028,-1.49949295554867,0.5340497338583277,-0.2067936485059295,-1.1523722354151273,0,16,4,-574,True,False,False,False,False,True,1,1
TX000519,AC00067,-0.4467251857136032,San Antonio,D000002,56.67.227.142,M036,-0.8249057508317219,-0.5095553811886104,-0.2067936485059295,1.5913494702430293,2,17,1,-656,True,True,False,False,False,False,1,1
TX000520,AC00014,-0.60188737206979,Chicago,D000264,135.29.211.116,M015,0.8615622609606484,0.19094668233604659,-0.2067936485059295,2.4092556908378304,0,18,6,-497,True,True,False,False,False,False,1,1
TX000521,AC00098,-0.5482366801215037,Louisville,D000218,40.10.25.102,M067,0.5242686586021743,-0.7096988279099411,-0.2067936485059295,-0.0027262854641322133,0,17,12,-329,True,False,True,True,False,False,1,1
TX000522,AC00345,0.812044752705257,Oklahoma City,D000354,178.34.103.183,M007,0.5804842589952534,-1.0670978399123172,-0.2067936485059295,2.225348132194322,1,17,12,-335,True,False,True,False,False,False,1,1
TX000523,AC00360,0.5698286658122915,Mesa,D000533,199.103.32.145,M010,0.2994062570298583,1.1344800740223193,-0.2067936485059295,-0.695076310495004,0,16,3,-602,True,False,True,True,False,False,1,1
TX000524,AC00043,0.07724268316065643,Milwaukee,D000141,83.182.211.68,M021,0.8615622609606484,-0.33800385542746997,-0.2067936485059295,-0.5226272386079168,1,16,1,-643,True,False,True,False,True,False,1,1
TX000525,AC00295,-0.28320363228501405,Albuquerque,D000038,23.255.214.209,M038,-0.9373369516178799,-0.9670261165516518,-0.2067936485059295,0.6976874989869554,0,17,5,-539,True,False,True,False,False,True,1,1
TX000526,AC00313,1.2416614047049441,Nashville,D000462,77.7.223.184,M053,-1.387061754762512,-0.5095553811886104,-0.2067936485059295,-1.2050443529888943,3,16,10,-389,True,True,False,False,False,True,1,1
TX000527,AC00173,0.16518733592646165,Raleigh,D000417,191.82.103.198,M099,-0.2627497469009318,0.21953860329623667,-0.2067936485059295,0.257039583578903,0,16,6,-497,True,True,False,True,False,False,1,1
TX000528,AC00364,-0.5277836385550114,Philadelphia,D000432,83.207.115.164,M096,1.4799338652845175,-0.5667392231089906,-0.2067936485059295,0.244429863760581,0,16,10,-385,True,False,False,False,True,False,1,1
TX000529,AC00339,-0.87377236012956,Seattle,D000034,40.192.99.27,M013,0.4680530582090954,-1.295833207593838,-0.2067936485059295,0.5710339142237089,4,18,3,-584,True,True,False,True,False,False,1,1
TX000530,AC00265,2.623115332821641,Omaha,D000029,87.50.72.69,M070,-1.330846154369433,0.11946687993557138,-0.2067936485059295,-0.9931867016777308,1,16,1,-657,False,False,True,False,False,True,0,1
TX000531,AC00369,0.8366089584057175,Mesa,D000558,93.169.212.219,M098,-1.274630553976354,0.07657899849528625,-0.2067936485059295,-0.9384787732996229,4,16,8,-451,True,False,False,False,False,True,1,1
TX000532,AC00033,-0.8805557809506078,Columbus,D000380,173.252.44.183,M096,-1.0497681524040379,-0.8097705512706064,-0.2067936485059295,-0.9326251762387794,0,17,2,-630,True,True,False,False,False,True,1,1
TX000533,AC00077,-0.6076087421562292,Milwaukee,D000570,49.29.37.185,M087,-1.49949295554867,0.1623547613758565,1.4528410002061958,-0.8130866733168998,0,16,8,-434,True,True,False,False,False,True,0,1
TX000534,AC00437,0.6888811271917901,Miami,D000690,89.6.100.149,M036,-0.9373369516178799,1.7777982956265963,-0.2067936485059295,-0.8703047512887727,1,16,12,-335,True,False,True,False,False,True,1,1
TX000535,AC00152,-0.24109845961295542,El Paso,D000350,197.187.216.106,M074,0.4680530582090954,1.4346952441043153,-0.2067936485059295,-1.0977694307687296,0,18,3,-588,True,False,False,False,False,False,1,1
TX000536,AC00161,3.032895617874931,Tucson,D000673,96.24.89.146,M050,-0.8249057508317219,-1.2243534051933627,-0.2067936485059295,0.661986454100759,0,16,12,-329,True,False,True,True,False,False,0,1
TX000537,AC00125,-0.8244726502230569,Charlotte,D000542,69.82.61.135,M043,1.7610118672499127,-0.6525149859895609,-0.2067936485059295,0.4846786146138915,0,16,12,-329,False,False,True,False,True,False,2,1
TX000538,AC00311,1.1381971073334087,Colorado Springs,D000198,17.87.7.140,M056,1.3112870641052805,0.5626416548185177,-0.2067936485059295,0.32598280362665755,0,16,7,-476,True,False,False,False,True,False,1,1
TX000539,AC00183,-0.8159077249439564,Chicago,D000479,64.15.0.66,M002,-0.5438277488663268,0.8056729829801335,-0.2067936485059295,0.0917209774939209,1,17,6,-510,True,False,True,True,False,False,1,1
TX000540,AC00407,-0.3799530282377347,New York,D000546,162.151.179.167,M015,-0.8249057508317219,-0.9384341955914618,-0.2067936485059295,0.8942996452066706,4,16,12,-311,True,True,False,True,False,False,1,1
TX000541,AC00093,-0.229998316451241,Mesa,D000401,59.132.247.252,M003,-1.443277355155591,0.8485608644204186,-0.2067936485059295,-1.269631348154313,1,17,4,-559,True,False,True,False,False,True,1,1
TX000542,AC00314,-0.796550993813189,Seattle,D000434,144.91.150.133,M066,-0.03788734532861574,0.5626416548185177,-0.2067936485059295,1.091388694209267,1,17,2,-615,False,False,True,True,False,False,2,1
TX000543,AC00467,0.5464292899497885,Nashville,D000278,21.97.154.92,M033,0.5804842589952534,-0.8097705512706064,-0.2067936485059295,0.8862487057537365,3,16,5,-529,False,False,True,True,False,False,2,1
TX000544,AC00316,0.8716566326477972,Chicago,D000061,156.173.170.140,M048,-0.03788734532861574,-0.2808200135070898,-0.2067936485059295,-1.1774429634313028,3,16,11,-340,False,False,False,True,False,False,0,1
TX000545,AC00145,0.2724544601219179,Houston,D000321,112.56.160.202,M049,-0.6000433492594058,-0.8383624722307964,-0.2067936485059295,-1.0967822932880353,0,17,8,-448,True,False,False,True,False,False,1,1
TX000546,AC00045,-0.3187309423427235,San Diego,D000094,44.197.126.59,M013,-1.49949295554867,0.8485608644204186,-0.2067936485059295,-1.2177899644604027,0,17,9,-420,False,True,False,False,False,True,2,1
TX000547,AC00005,0.42031933014031087,Washington,D000677,110.150.1.201,M002,-0.5438277488663268,0.34820224761709206,-0.2067936485059295,0.882787314587666,2,17,5,-537,True,True,False,False,False,False,1,1
TX000548,AC00456,-0.686919950240701,Fort Worth,D000164,221.206.44.63,M052,-1.162199353190196,1.1773679554626044,4.772110297630446,-0.9063032194159057,0,18,4,-574,True,False,False,False,False,True,0,3
TX000549,AC00041,-0.5927057721705942,Charlotte,D000037,85.239.236.80,M025,-0.9935525520109589,0.7341931805796582,-0.2067936485059295,-1.2781540624032153,4,17,5,-549,True,True,False,False,False,True,1,1
TX000550,AC00257,-0.7664367165318712,Charlotte,D000611,142.148.226.178,M015,-0.31896534729401077,-1.2243534051933627,-0.2067936485059295,0.34873055357138144,0,16,1,-672,True,False,True,False,False,False,1,1
TX000551,AC00356,-0.7542745226355483,Raleigh,D000403,100.137.90.188,M047,-1.330846154369433,0.7056012596194681,-0.2067936485059295,-0.9574189929616693,3,16,1,-655,True,False,True,False,False,True,1,1
TX000552,AC00465,-0.655846401328124,Phoenix,D000673,48.89.167.189,M098,0.6366998593883324,2.249564991469733,4.772110297630446,0.6085605224508254,4,17,4,-570,True,False,False,False,False,False,0,1
TX000553,AC00158,-0.17699855882416635,Fresno,D000096,219.98.242.240,M054,0.5242686586021743,0.7484891410597533,-0.2067936485059295,0.7364627720273138,1,18,6,-517,True,True,False,True,False,False,1,1
TX000554,AC00086,1.1128106688061543,Indianapolis,D000680,134.222.122.238,M100,1.0864246625329645,0.07657899849528625,-0.2067936485059295,0.5660546389314801,0,16,12,-329,True,False,False,False,False,False,1,1
TX000555,AC00322,-0.8697297153978247,Omaha,D000631,194.88.79.54,M011,-0.6000433492594058,0.3624982080971871,-0.2067936485059295,1.2345954207266996,0,16,4,-581,True,False,False,False,False,False,1,1
TX000556,AC00433,3.375492629038956,Austin,D000388,62.251.170.72,M070,-1.443277355155591,-0.7382907488701311,-0.2067936485059295,-0.8418418599298482,0,16,5,-539,True,True,False,False,False,True,0,1
TX000557,AC00083,-1.0125926690532232,Detroit,D000271,112.86.148.212,M012,-0.6562589496524849,-1.3101291680739329,-0.2067936485059295,-0.5389496209510313,0,16,1,-308,False,False,False,True,False,False,2,1
TX000558,AC00402,1.6206764781557048,Jacksonville,D000119,161.161.26.115,M016,-0.7686901504386429,0.24813052425642676,-0.2067936485059295,0.5344636755558102,2,17,7,-488,True,False,True,False,False,False,1,1
TX000559,AC00317,-0.1277331086187796,Austin,D000404,195.226.203.234,M065,1.0302090621398854,-0.09497252726585426,-0.2067936485059295,1.5040583130216445,1,16,2,-615,True,True,False,False,False,False,1,1
TX000560,AC00030,0.20044056837523988,Fort Worth,D000441,167.164.55.0,M043,-1.0497681524040379,0.9629285482611789,-0.2067936485059295,-1.0886595620183233,2,16,10,-376,False,True,False,False,False,True,2,1
TX000561,AC00114,-0.9268063774577512,Virginia Beach,D000046,52.169.116.164,M004,1.9858742688222286,-1.1528736027928874,-0.2067936485059295,-0.34383484690982347,0,17,3,-609,False,True,False,False,True,False,2,1
TX000562,AC00301,-0.6088078316953034,Tucson,D000013,166.79.195.157,M004,1.2550714637122016,-0.8526584327108915,-0.2067936485059295,0.4059999114123816,1,17,12,-321,True,False,False,False,False,False,1,1
TX000563,AC00216,-0.6550584282024468,Virginia Beach,D000485,211.42.9.0,M003,-0.4313965480801688,2.3067488333901127,-0.2067936485059295,1.101667743975768,0,18,2,-630,True,False,True,False,False,False,1,1
TX000564,AC00223,-0.9782987082357041,Fort Worth,D000535,31.127.129.152,M053,-0.4313965480801688,-0.8812503536710816,-0.2067936485059295,0.28178724841957853,2,16,11,-355,True,False,True,True,False,False,1,1
TX000565,AC00413,0.23332988144698616,Houston,D000051,81.248.235.147,M045,-1.330846154369433,-0.06638060630566417,1.4528410002061958,-1.2167489831171252,4,16,1,-647,True,True,False,False,False,True,0,1
TX000566,AC00086,-0.9188923864998623,Baltimore,D000053,139.23.212.102,M064,-0.9373369516178799,-0.8097705512706064,-0.2067936485059295,-0.8848323382124433,2,16,2,-628,False,True,False,False,False,True,2,1
TX000567,AC00216,0.07624915182828088,Denver,D000589,219.31.152.129,M083,0.8615622609606484,0.40538608953747224,-0.2067936485059295,-1.128834775485848,2,16,7,-467,True,False,False,False,False,False,1,1
TX000568,AC00240,0.1800217865098639,Los Angeles,D000182,161.168.126.136,M048,1.7047962668568335,-1.1671695632729824,-0.2067936485059295,-0.6951122064033928,4,18,3,-591,False,False,True,False,True,False,2,1
TX000569,AC00298,-0.45789384827755036,Virginia Beach,D000352,154.48.233.165,M041,0.41183745781601633,-0.666810946469656,-0.2067936485059295,0.21616183590433882,3,18,8,-459,False,True,False,False,True,False,2,1
TX000570,AC00460,-0.43531670524184113,Oklahoma City,D000140,158.135.64.240,M089,-1.162199353190196,-0.8812503536710816,-0.2067936485059295,-1.105925493953374,0,18,2,-637,True,True,False,False,False,True,1,1
TX000571,AC00424,-0.12118950570554664,Baltimore,D000006,177.116.108.246,M080,-0.2627497469009318,0.23383456377633172,-0.2067936485059295,0.15317477265568172,3,17,7,-480,False,False,False,True,False,False,2,1
TX000572,AC00434,-0.8774038884478987,Albuquerque,D000422,32.71.250.58,M027,-1.162199353190196,-1.5245685752753584,-0.2067936485059295,-1.0732807292671451,0,16,4,-560,True,False,True,False,False,True,1,1
TX000573,AC00471,-0.6035318377233773,Sacramento,D000244,171.101.134.74,M062,0.41183745781601633,1.7635023351465013,-0.2067936485059295,0.5771490386170999,1,16,3,-594,False,True,False,True,False,False,0,1
TX000574,AC00461,0.18111809694558875,Nashville,D000079,152.234.65.155,M023,0.35562185742293734,0.648417417699088,-0.2067936485059295,0.185909277112883,4,16,12,-332,True,True,False,False,True,False,1,1
TX000575,AC00188,-0.26442931607322556,El Paso,D000574,133.223.159.151,M059,-1.0497681524040379,0.5054578128981375,-0.2067936485059295,0.0006863898262675042,0,16,9,-427,False,False,True,True,False,False,2,1
